N,P,K,temperature,humidity,ph,rainfall,label
8,138,197,22.19143520519435,92.79820055726745,6.112566955241893,113.43157243607858,apple
101,25,52,25.66498551751596,85.58607962875188,6.58936793486107,47.76746433668484,watermelon
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,blackgram
79,46,45,25.11097391618806,77.59686256964858,6.543747074299118,178.00029513055972,jute
5,134,202,22.745427870762086,92.727483245327,6.0714466066713335,98.23528751906846,apple
79,63,38,26.20936856146798,81.5639399651922,6.415852964737713,171.36748729232875,jute
118,88,51,25.44926208,79.49221962,6.201911642000001,100.6619171,banana
116,31,33,26.85235081698564,61.76953771016869,6.27358459582984,129.9118880270965,coffee
33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,grapes
115,30,24,25.005150908269986,56.34410504768175,6.996050025934157,146.62652403221423,coffee
34,45,19,28.387429085647685,80.56456538730443,6.681547129427649,44.26711248906999,mungbean
94,91,51,29.16093424,76.67484233,5.6180944460000015,109.575944,banana
33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,blackgram
29,73,83,17.745132639367547,14.330731934425163,7.678255089890075,84.19027864804166,chickpea
92,20,56,24.315791197760788,84.90103369260908,6.316880236183217,60.23552678527876,watermelon
10,150,198,23.489975874489268,90.89401328830694,5.880012081893093,120.32101701968058,apple
89,11,56,27.80166683009166,94.55432923429524,6.406120812729192,23.725535975588375,muskmelon
5,29,44,21.02432943,93.0569505,5.578095745,104.7847006,pomegranate
38,68,54,29.33710543,90.81781439,6.739170045,202.0572747,papaya
12,34,28,33.36140093,45.02236377,6.13526938,98.81596545,mango
9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,mothbeans
60,46,22,24.89364635,65.61418761,6.625404347999999,87.9298085,maize
66,69,47,23.69212243,93.61055571,6.912299695,87.53393983,papaya
30,16,12,23.786808794316023,92.87690017639974,7.951113845823359,119.27810409370889,orange
102,25,50,28.20480805,92.91440379,6.099662369,20.36001144,muskmelon
23,38,18,24.0344146753576,59.27697310745046,9.437992218318199,45.36514284961276,mothbeans
29,121,196,22.84852833,94.32130209,6.079497202000001,123.5977843,apple
85,19,32,25.801206837260377,71.3816808453968,6.679460033993916,127.84215297839879,coffee
14,48,20,29.832333867766856,54.38131348993345,5.0874444492775455,50.213279078957875,mothbeans
86,53,19,20.12173077149902,70.92155933732302,5.895864008094198,95.55567767656585,maize
19,17,39,24.72485577,85.56083187,6.728599215,111.2787584,pomegranate
83,47,19,14.617411131517368,58.743959892675235,6.03102207288831,117.14763840560416,maize
28,58,17,19.962763555034762,21.290129121612306,5.906795763134313,131.70792602960418,kidneybeans
131,9,50,24.185398312996522,80.33581478811807,6.4045586837238355,52.284213149694025,watermelon
73,43,39,27.09090369932989,76.44733100634761,7.494087400146521,196.96374344564228,jute
75,60,34,25.971744446151003,81.71908978875918,6.210749891356984,195.8557043330804,rice
20,11,12,20.921438242719,93.23983036064834,7.890588886595121,110.24685952615293,orange
65,39,45,23.66805429,70.89000744,6.768001309,184.4633281,jute
14,67,15,19.56376468,24.67385131,5.690065688,139.2921004,kidneybeans
19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,grapes
29,46,47,32.157399149956944,92.52520354741497,6.730362253598779,266.1819986840035,papaya
93,1,54,25.60710156446626,86.0463354591149,6.722177473696121,51.75576404633123,watermelon
9,58,21,19.398081472607558,22.649956030797174,5.7452839265993285,120.51765895184812,kidneybeans
98,34,25,24.52622801112264,70.6336824301004,6.665496832854275,93.56322224032708,maize
34,47,17,28.981482152796808,81.44973747911352,6.301245796080596,59.956867208388125,mungbean
42,70,19,29.408779323413793,66.39789155919448,6.629940056672508,67.31920660242943,blackgram
140,45,15,25.5308271,80.04662756,5.801047545,99.39557151,cotton
14,19,14,17.68408797,94.35815354,6.699164936,108.0638166,orange
60,57,42,22.59026894953468,80.03522840999112,7.124777200011471,256.9204682162716,rice
27,145,205,9.467960445,82.29335466,5.800242694,66.02765219,grapes
37,5,34,25.79490531,93.84150618,5.779032666,152.42387119999995,coconut
20,129,201,23.41044706,91.69913296,5.587905967,116.07779309999998,apple
61,65,15,23.911520357143317,64.64332198556967,6.71789145380845,80.21340304359288,maize
136,54,18,23.885321872592602,79.11889834008078,6.787349377923652,58.16600766525114,cotton
26,51,25,28.76488954,52.62741529,7.792508067999999,55.21606732,mothbeans
27,74,20,24.69487673,59.96669215,5.8598134160000015,91.95792434,pigeonpeas
82,52,18,26.147941083532466,69.53707983350586,6.550400304295833,59.66571961120391,maize
37,18,39,24.1469628,94.5110662,6.424670614,110.2316633,pomegranate
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,mango
43,65,19,33.18612046591945,66.06464863413038,7.164486749891617,73.11730915632229,blackgram
3,36,23,29.07339351421506,86.45112130114482,7.014008127590869,51.91413197306076,mungbean
86,60,40,27.106462662688482,95.14334533805084,7.123243268258395,151.38011757490068,jute
9,57,24,29.89232778,89.71503316,7.165121108999998,42.99498978,mungbean
117,81,53,29.50704598,78.20585613,5.507641777999999,98.12565829,banana
101,77,49,25.410851810186678,82.13446042948553,6.110907737751251,85.37997111308866,banana
97,22,31,23.731800649080316,51.91784765745374,5.807181618698613,123.41047954134979,coffee
44,20,33,27.738002617645108,95.86280485445116,6.174070630893839,191.21061321953584,coconut
27,18,40,19.745289542221528,85.8685887473521,5.484340161712404,108.32466954053392,pomegranate
67,76,47,40.135616517001516,91.8838974140825,7.074218441919387,143.74825100809812,papaya
31,29,26,28.22373428,47.40519056,5.024124683999999,97.76832322,mango
63,56,19,22.66960120261025,75.694281024237,6.717333241626214,95.00025385107713,maize
117,8,55,25.74547403761519,86.22161449410754,6.097129225414786,55.890076413376555,watermelon
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,mungbean
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice
-2,71,17,28.84738653541816,65.33277294061442,7.597748732559269,41.877771681953064,lentil
91,25,52,29.771514789548274,93.83997021486661,6.112422070121174,22.951255095892115,muskmelon
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,coconut
8,120,201,21.18667419,91.13435689,6.321152192,122.233323,apple
31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,pigeonpeas
54,66,52,36.56769731,93.79503425,6.867554147000001,104.4218596,papaya
113,38,20,22.10718988,78.58320116,6.364729934,74.94136567,cotton
27,87,20,25.195871943898414,64.6627658415693,6.9334003543643705,52.68916108145359,lentil
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,grapes
66,47,36,24.85441411,74.44070479999998,6.57256106,175.572958,jute
100,19,55,29.264761727996866,93.36793054182465,6.229791052289039,21.37067664965931,muskmelon
117,34,25,24.83846178,56.7685316,7.21270048,124.4135035,coffee
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice
8,73,13,25.610798820136594,63.066306483179254,6.888954491039117,50.801861853488305,lentil
13,27,36,21.27522315458949,97.25182241805872,5.986834977396542,105.78488251220556,pomegranate
19,73,20,28.39121466871612,63.1934547497144,7.663474463752285,54.161368957093224,lentil
111,5,55,26.283443,84.42478917,6.520663422,50.78669728,watermelon
26,31,27,29.53099350644939,51.49110818705147,5.225264578236819,89.605988455741,mango
23,55,20,30.83909241420428,42.69369261336219,8.727790304698859,60.87361797090812,mothbeans
117,37,32,23.1069385,67.06230539,6.787658922,162.57696059999995,coffee
0,29,32,28.05912437,98.3670985,5.868255858,171.65163959999995,coconut
79,45,43,25.71901283,79.15532398,7.171054239,187.1735424,jute
63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,maize
116,5,54,25.37601283,80.99313508,6.65398725,57.23028471,watermelon
74,48,38,23.023449671961327,82.06558753149214,6.094767953676494,201.08721771008004,rice
28,10,30,29.8690834,91.14723422,6.305740522000001,192.7678575,coconut
90,24,49,29.630003515282766,92.61236066151444,6.43246873684799,24.50846277162293,muskmelon
79,51,41,25.368437321336604,68.15528544053544,7.186322555130036,177.82382171079558,jute
82,55,40,19.976875334810664,79.78509381478972,6.267640954515435,256.81896722976677,rice
45,74,21,31.037315608093696,65.15424471170309,7.488715256874025,65.4817862476895,blackgram
38,36,21,28.02952623,84.8845732,6.5563729660000005,36.12042927,mungbean
104,25,55,29.81196601,90.36881284,6.123802502,22.68766503,muskmelon
3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,coconut
15,17,8,25.421797821969527,93.06272603930937,7.0372820494014405,108.07283305964914,orange
6,123,203,12.7567962,81.62497448,6.130310493,66.77844567,grapes
-5,28,38,18.10232897617912,93.60325903545389,6.07147604114623,105.64060114381107,pomegranate
18,42,20,28.45332821697722,84.1761786636357,6.46340795613394,51.74817818139353,mungbean
22,18,31,30.764551500000003,47.93791463,5.956027059,90.38503469,mango
45,55,82,20.447761836202297,15.464599508247993,6.872061656971691,83.07237712214535,chickpea
8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,mothbeans
107,31,31,23.17124551,52.97841162,6.766184468,153.12016440000005,coffee
34,141,203,22.34374419507412,91.9146197567128,6.125616470238642,111.31290505049026,apple
20,66,19,24.18401084980266,62.937180101755175,7.422543259575857,44.65651809546511,lentil
117,33,33,22.527536325142364,50.64232265075787,7.410966547905305,170.08799863933882,coffee
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,mango
79,42,17,20.54907334901739,68.6294292617928,6.155288639873202,98.63282159349069,maize
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice
95,39,30,25.00361962564291,59.208588861508936,7.204063024902268,158.00293254674227,coffee
71,53,42,22.146345216963038,83.99762400768401,5.82454540332713,233.97800097322465,rice
124,45,22,25.453734289560884,79.75056282155562,6.419858019859928,89.36935503757064,cotton
25,64,21,18.95853555107938,35.97673634387877,5.876547656546518,137.90311574308052,pigeonpeas
66,44,35,26.97182021889516,81.01187954389296,5.923430657937694,232.35447642141932,rice
17,46,21,28.31949139221463,59.547813100402976,4.12066602796304,52.74873807101897,mothbeans
106,89,43,26.64840034689601,76.47385817546925,6.0115502552395,97.86526483723415,banana
103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,coffee
124,45,21,23.162069063131565,74.33190653113058,6.082879715845056,66.49574461313019,cotton
108,33,31,23.69287069,66.76090123,7.393825704,144.6576424,coffee
92,24,50,29.045283945658976,94.4801295121206,6.445352066968068,26.714918386334613,muskmelon
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice
24,65,81,18.036334741426362,14.8012989743295,8.476781219357484,82.21522650196533,chickpea
124,43,20,22.463014250136894,83.04372468967169,7.3065551841632965,84.0534902025212,cotton
33,4,30,30.769762510194816,96.16670998834596,5.779975259999508,212.63909874390515,coconut
43,72,18,20.94445795043247,58.53512658576629,6.144877012846718,83.64033053530204,pigeonpeas
40,58,15,29.46416042,87.60890009,6.978400282000001,43.15411472,mungbean
12,142,203,31.3115978,82.56407013,5.972850837999999,65.01095312,grapes
23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,mothbeans
23,116,195,31.77175951737863,81.23153916111568,5.900839038637,67.43268305416183,grapes
118,12,47,27.96872279,92.17444796,6.010739645,28.94766949,muskmelon
13,23,14,24.219478705072365,92.04748818346026,6.887981055749154,110.89734171888432,orange
105,74,45,25.14517635,81.38204104,6.098369122,119.218154,banana
83,58,23,19.74213321,59.66263104,6.381201909,65.50861389,maize
83,38,35,25.70822684,52.88667115,7.18915558,136.73250919999998,coffee
36,22,33,27.70999904594569,93.56965118393877,5.903893482186247,139.19433055146618,coconut
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize
34,15,34,27.05826457,91.10510371,5.677282677999999,224.70069530000004,coconut
81,30,31,24.65090184,51.93952357,7.027585558999999,135.1386537,coffee
6,63,23,26.01630259,49.94704718,5.906596905,160.33374469999995,pigeonpeas
97,35,26,24.91461008,53.74144743,6.334610249,166.2549307,coffee
71,25,31,23.673497397677465,62.77163849237875,6.355454374951026,191.6543217558237,coffee
68,44,16,21.612562986740706,62.06762477070893,6.439706538578997,80.68642091639362,maize
116,36,25,27.57847581,58.52534263,6.172090205,156.6810374,coffee
24,128,201,18.195838658241918,82.00064453505745,5.906308821052853,70.33665811250464,grapes
115,11,46,24.41592661,89.39655519,6.623167177000001,40.32161859,watermelon
17,18,43,24.4880844,90.83687246,5.843005428,103.1969341,pomegranate
51,72,80,19.935673028796586,17.131842434851592,7.703545839947861,95.97631701217067,chickpea
48,20,12,20.82874586423317,91.41246417378545,6.6667103217182655,109.11462295838518,orange
56,71,50,37.488036366349974,93.23538820968763,6.90924389233153,150.84650240997067,papaya
34,75,21,22.08606071783303,24.479382000377402,5.578362368561875,108.26620435083264,kidneybeans
24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,pigeonpeas
112,22,47,30.330517786583354,93.77799271953187,6.564427966319245,24.417944420683387,muskmelon
101,11,30,23.433491303680857,63.16102651905452,6.340920084457819,153.00628149830683,coffee
53,60,50,26.911329276025505,94.2337881069881,6.638169096355793,203.436480480068,papaya
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,mungbean
102,78,49,26.658141817675986,77.08659681176549,6.5749817692619485,121.53766064745686,banana
31,136,204,23.59205603979919,92.10374776023876,5.839872021613268,113.83795169096331,apple
80,18,51,28.05380704,91.81758779,6.706053225,20.76582087,muskmelon
28,7,9,34.591784600000004,92.13229786,6.730757538,115.5650287,orange
35,74,22,23.648327156031094,34.20048319138793,6.396135766177228,106.13846821793187,pigeonpeas
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice
90,59,35,24.25133493,89.86454053,7.098227926,175.1742112,jute
77,34,19,27.64409839391921,61.32775534521369,6.317550301612885,99.38978222262588,maize
34,75,22,29.33011937589675,66.8393040521896,6.709057120490304,60.24175022276455,blackgram
21,152,202,32.27681679192547,80.80778960523615,6.782977818313642,71.89789341275238,grapes
98,29,30,25.64004392,61.03273481,6.217974349,199.4735636,coffee
77,55,37,26.1830908376583,81.46009097577394,6.392073751065129,225.7496611337566,rice
32,121,203,23.552944365152943,81.16714886779896,6.139493559634032,65.98748287391636,grapes
82,35,44,26.96656378,78.21047693,6.239011,169.8391177,jute
68,57,47,29.995275215580456,92.27583348686696,6.794652570082017,99.96275060428249,papaya
97,44,40,23.595923573230174,82.44821201382616,5.195273552575756,238.36342701503946,rice
90,48,45,24.06475727,71.31342851,6.509174788999999,153.63902119999997,jute
84,55,38,26.8748389,79.78725152,6.956682742999999,173.1017097,jute
22,73,23,26.497987928959247,60.43950919193307,6.8330927685634695,47.291390681505355,lentil
20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,orange
17,58,23,20.53534752740514,24.17291861999062,5.859315054301166,81.42671355966527,kidneybeans
31,5,26,26.13278786220516,95.31764040536186,6.490645886679432,217.48667622213924,coconut
20,140,194,21.97704701372792,90.93404456825698,5.947854700587575,121.214837640232,apple
34,43,22,28.16202136022344,48.251672509746406,5.339522058051591,41.47609128481397,mothbeans
102,30,26,24.140935101328424,58.09962485416516,6.39813005444223,188.73550414928073,coffee
22,59,19,21.850713437652253,21.996541981776616,5.594883769072353,136.27640655614292,kidneybeans
2,131,199,22.47420512,91.22759742,6.017370134,124.2179699,apple
22,17,37,25.664780939284103,87.23370181973034,6.6205151551344565,110.1822674935806,pomegranate
88,50,37,25.23191228737247,86.27139275969708,5.5203351241945535,267.6755659414918,rice
42,79,23,27.71678273,63.29103387,6.781841984,68.56507978,blackgram
107,23,29,21.923656924687034,60.09049705913642,6.7928113744209435,187.55929621890323,coffee
6,69,19,26.88630675,41.69617915,4.7509292180000005,94.46748008,pigeonpeas
19,64,19,29.29980223075747,53.880162994758734,5.267630348487791,155.70731242750665,pigeonpeas
31,58,15,28.31886863,60.19461399,6.167855382000001,45.36521251,lentil
24,142,202,22.53779727,91.48135786,5.710819862,101.8474768,apple
14,134,206,23.42728276570583,82.74473231873624,6.0083105467032,70.40792331339674,grapes
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice
7,21,35,25.76011662,94.65830608,5.764812076,131.24514140000002,coconut
22,55,20,33.95309131,69.96100028,7.423530351,61.16350463,blackgram
83,65,20,25.305344247867346,74.77867056253943,6.199902087228199,56.282349894292594,maize
18,19,33,28.361901658628103,96.46791416711106,6.002543527257865,135.18194184515465,coconut
17,64,17,21.02213209,24.93896255,5.662699104,124.6118471,kidneybeans
41,15,32,28.183896538659596,94.57115597102914,5.87727962094082,201.8674863552288,coconut
34,67,18,26.872587250023482,63.3987441396748,5.998728227495016,151.7972268449274,pigeonpeas
131,52,16,23.65724079,84.47601498,6.486068274,88.54479121,cotton
91,42,41,24.11880087925657,78.53213593263837,6.421967946613042,162.10868511946245,jute
110,71,54,28.67208915,82.20793613,5.725418961,94.37987496,banana
12,51,15,31.349160404284923,53.58648588683734,4.922056475916326,51.555114963988814,mothbeans
37,36,27,27.552973600000005,47.90859131,5.910634533,90.40332704,mango
83,43,22,17.77452824096559,68.61210587651489,6.899260923710106,80.37451475507886,maize
84,48,38,25.434102048162988,80.49640889485725,6.856968342914149,257.83355326456825,rice
99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,maize
76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,rice
12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,mothbeans
99,12,52,28.69708334,94.30759855,6.002927293,22.21807088,muskmelon
70,43,40,24.35564134,88.80391021,6.176860192,169.11680280000004,jute
102,14,52,26.79489868,89.64815231,6.51075991,57.74091817,watermelon
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,mungbean
99,23,51,28.257658382657947,94.3094047304856,6.134627080760013,28.48170806439027,muskmelon
5,23,15,25.66901098,92.04670813,7.408939392000001,112.5424199,orange
30,61,18,27.14911056,67.02664337,6.157782589,52.50812701,lentil
20,64,16,18.392831177420177,57.30052794151676,5.865777731771235,248.94997441406377,pigeonpeas
77,54,40,27.101401090449745,82.88739066564617,7.0622081882725825,214.19014713683077,rice
71,43,49,25.233075537775623,75.80693038484405,6.785497124943906,176.5656935809267,jute
16,7,8,22.79196751,90.60901895,6.420457311,116.5084074,orange
31,79,75,18.8202251,16.1074793,8.204862075,89.73119396,chickpea
109,19,46,24.95575117845131,86.20276453674563,7.050562051228768,50.02212764862901,watermelon
105,95,50,27.33368994,83.67675197,5.849076099,101.0494791,banana
105,83,54,27.420454431713118,82.88120751524127,5.832101035515368,111.01285963859955,banana
101,73,47,28.52263290455895,77.97716096329681,6.048292470607529,106.11115143235483,banana
61,41,17,25.1420613,65.26185135,6.021902237000001,76.68456006,maize
39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,papaya
49,20,14,14.285696768537802,91.63202088257685,7.8387036755152195,119.1181998540366,orange
64,62,52,36.422142879291656,90.24842759702649,6.623474344547198,-82.82289873260413,papaya
122,27,36,24.554607870043064,48.260294875811184,7.122629658577224,177.41438580191038,coffee
8,37,32,32.37943255315073,53.527736843899504,5.3951603233709,95.79512719569385,mango
12,129,205,22.36238282,91.15761594,6.119432215,118.68327250000002,apple
35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,pigeonpeas
87,33,20,24.069147051481636,60.42346844882496,6.22880426070943,85.9571300087594,maize
52,59,20,29.543570456410684,61.88826575645504,7.568909820537636,60.72228196981883,blackgram
123,50,16,23.04920461,75.53835214,6.498052108,70.65644296,cotton
123,43,18,25.722483865676125,79.34563074021449,5.419034573020501,91.21168402019899,cotton
113,33,34,26.00373964,62.144510200000006,6.559817161000002,153.477776,coffee
92,11,53,25.755301847757618,87.0818994821107,6.129950947924693,52.206076552842596,watermelon
22,60,18,19.59221047,61.28633405,6.74398035,41.7704893,lentil
95,18,47,25.9857114088424,87.2315688039039,6.409267404806777,48.220496680182194,watermelon
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,mungbean
84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,maize
102,32,24,24.24997660649424,61.509267942762634,5.798878224181505,161.92513515160655,coffee
27,135,204,23.374643418691303,81.37830076721674,5.671843557646449,66.6822310420011,grapes
89,41,38,23.12844351,74.68322732,6.344751947000001,199.83629130000003,jute
107,42,24,22.04612876,84.62978302,6.144631795,86.00758678,cotton
20,40,17,27.416197863872412,82.05009628347923,6.934700947709627,45.616157760590134,mungbean
113,23,47,25.74479550606585,90.40422753354605,6.504901160343657,44.39331294742712,watermelon
66,48,49,39.89316668921649,93.34826720161813,6.925162625861302,58.60831410494865,papaya
36,29,13,20.68185224,90.91510525,7.829507245,109.7513927,orange
