N,P,K,temperature,humidity,ph,rainfall,label,soil type,indian state,region
27.00535784155787,10.063163196425242,17.977510553247022,28.70509529863721,58.83579733737145,7.333679762221825,155.74337446235364,guava,clay,Punjab,Central
11.197389611398405,16.50895084108133,22.54036660067033,18.918360448399493,85.64897651786833,6.8320266778235705,53.46380394947609,banana,sandy,Bihar,West
10.772708574060797,17.267920650883802,16.604095167239144,33.913980671802804,66.97258795197823,6.921077056068522,22.46184014847802,mango,loamy,Andhra Pradesh,North
36.17036377382709,9.717033813940727,41.48171635419383,28.465863999525922,88.05396248432297,7.0861084916380435,145.54262004707007,apple,clay,Gujarat,West
21.24461776093057,11.663653965934644,21.897284143923677,26.62284290009666,68.6831398056166,7.476715304426147,167.1433026553684,banana,sandy,Punjab,West
25.559235749143596,5.007783437410369,47.026051390446355,16.759726807686054,52.6896858522509,6.083047622555423,59.9422640745275,banana,loamy,Kerala,North
21.327861598294415,13.277347937559181,43.08081772027425,33.461918735371384,55.44253157723528,5.553478690439498,178.79282722530442,orange,sandy,Tamil Nadu,South
20.636965655320083,24.331617751369908,36.13410212163859,32.88155495721388,51.437895339590455,7.044558390660581,65.54903824896144,guava,silty,Punjab,North
18.210115791174918,5.66061227909011,16.969620916681176,17.728825554356888,69.47488294077934,6.8556473240399995,61.45233988858967,guava,laterite,Punjab,West
32.018179992342404,22.743279184705063,38.943288964417334,17.297465057065764,56.300187230819326,6.7549982672199125,149.45797042733102,guava,laterite,Andhra Pradesh,West
23.961981301192893,10.085197797863128,41.59493666142765,28.43733640709662,75.44069948579516,6.563834128287654,83.54040245527563,grapes,sandy,Andhra Pradesh,East
39.63284019231554,17.847393315163558,22.214691019286853,18.767772276551472,55.506955352007765,5.862825335967093,176.26364336646816,apple,silty,Gujarat,East
18.241987352374878,19.14620151669462,39.474091078503534,22.580939972615326,69.76333733596297,6.604710018433959,191.64454765763819,pomegranate,clay,Gujarat,Central
12.904277359420597,13.925519375054986,20.333776305237095,24.839042799863435,73.9102957436336,5.831615821092806,113.84138173027213,watermelon,sandy,Bihar,East
25.415246263296346,8.413439575140213,35.48652703110628,23.29268358621021,82.25168264684538,6.527462677455109,60.39842890220628,mango,sandy,Andhra Pradesh,North
22.14820427723932,14.311244000945525,34.88915428050564,31.126175986089933,86.04064865359612,6.1933828285607575,150.96506875701132,papaya,sandy,Karnataka,West
29.06459043942998,19.85768204228971,38.73189868084489,21.41405518262174,58.43443402847619,7.189619681589291,171.86404736384742,pomegranate,laterite,Bihar,North
14.06101439846116,22.80282144504106,38.92217785390816,22.220154185304366,78.00921189983262,6.388033084626192,101.65657210939011,papaya,sandy,Rajasthan,North
10.053622148016633,23.309958974692982,31.258733094957936,32.44834684310192,62.34628922460614,6.486642410018177,161.68083995109944,muskmelon,silty,Tamil Nadu,Central
17.205289750231433,23.017561649596637,35.34075518835279,29.81230760287056,72.81282280634886,7.431584644095832,118.12098535194087,guava,clay,Gujarat,Central
35.53381283128601,23.505936380348707,49.55222977181649,32.48065166314805,71.47185148167806,7.2378840676231,79.17267837547553,muskmelon,laterite,Gujarat,West
12.918197165934988,9.663695312091544,46.62595264050016,18.504012280458188,71.8440701321092,6.806133434731088,70.85269455944342,papaya,laterite,Uttar Pradesh,South
16.413210378785053,22.276131269887834,41.00564865973986,21.089412350800046,76.9929286487585,7.471354306377491,172.15995038046864,pomegranate,clay,Bihar,Central
31.534320334955453,18.572402867034427,44.768928041529605,34.8488051323249,83.69392645752171,7.013868201039651,144.37278242260325,guava,clay,Punjab,Central
38.575999555110165,8.79225042685411,16.66846148513562,25.589612687235324,53.70764426380535,6.456991162454755,53.23463446808171,orange,loamy,Bihar,Central
32.090609563795255,7.558127895671158,26.212466287503837,19.291592984648958,75.82807049840127,6.696117395047295,62.95930184205215,grapes,clay,Punjab,South
11.621398783170427,14.13706619068739,32.60146333896141,17.76178560086574,71.1609125944882,7.366979215373275,70.51596977968268,mango,sandy,Karnataka,Central
30.41412390265175,21.81884755437556,43.165817393204385,19.13854909737009,84.43233105632831,7.046239461886279,37.8195391188944,mango,sandy,Bihar,South
22.902957591032425,7.2708561752330425,40.96981615117359,22.124442826490167,58.56937514675567,6.812518717183057,171.74801297688822,orange,sandy,Gujarat,Central
25.204167716975483,11.218709019419881,38.82732733626996,31.71437106314358,64.78378806982215,5.992726505663522,158.41179201382118,pomegranate,sandy,Uttar Pradesh,Central
22.598077667947337,5.994271578962356,33.04859251882985,22.134416664630166,64.26999151763877,5.772626728594336,88.46479250346258,banana,sandy,Karnataka,South
23.1789441381184,23.744832362088367,23.278281608855128,20.11793979040839,76.34383037875865,5.614570997939161,146.50265818701484,banana,silty,Andhra Pradesh,South
12.52859023345764,6.629521081893133,42.14608523531794,19.019207542706173,87.50635579143464,7.210562250304434,113.94749740089036,pomegranate,clay,Bihar,North
23.472347771577464,21.46394160047288,42.179978743399325,16.443402662349275,51.24122550131227,7.391579612222454,23.53437755433099,mango,sandy,Tamil Nadu,Central
21.817583377153504,15.400733086605287,29.535594170923282,25.06172635213971,74.79109184640225,6.316982996146047,37.38744793155779,mango,clay,Tamil Nadu,West
17.557450294059127,21.717625003244674,32.80382148053339,27.989179990226148,61.32136130565232,6.048697040695841,95.95735026232083,orange,sandy,Maharashtra,West
32.429611156019625,6.922168205697745,48.12682804591748,16.65835351251339,78.95664291994247,6.808797182601744,100.22888424744907,grapes,laterite,Punjab,East
27.262095739904662,13.664775128509504,33.8232316670778,19.243151946752747,59.01719764067005,7.185361975041938,101.14384218465725,watermelon,laterite,Maharashtra,West
14.593738404312003,14.008066167883124,22.6542780321822,33.55600073252788,86.11970551944525,5.51261151467801,74.56706240937841,grapes,clay,Gujarat,East
32.26165324486506,23.499901633427918,25.395297838931842,25.849398703245484,66.74491605616288,7.262210505514913,191.49630132777625,grapes,sandy,Tamil Nadu,East
34.5266144373244,24.528396438366794,45.60607486129656,22.620589144278735,54.76359763488613,7.355696109121444,189.44568748935365,grapes,silty,Andhra Pradesh,North
17.242440361994696,7.1212972266311425,45.29740729297349,24.974947187247537,82.05966991205378,6.013444965090417,117.66997948744671,muskmelon,clay,Kerala,North
36.82038802158796,23.750801790952885,26.243876937931027,26.86878763655994,85.91415842288825,7.461052122148128,184.50150883473236,apple,silty,Uttar Pradesh,East
11.148265411818869,16.80339020903215,16.532211478607316,15.732804504190995,53.3885426995689,6.296377946256985,125.23798512443595,grapes,laterite,Kerala,East
29.35352202589209,8.433694640917704,41.82077110366234,16.332900387612156,54.54116827187717,7.08048116503207,177.35617170770323,orange,clay,Maharashtra,South
15.107629161921352,11.738916043959431,42.38371519276052,26.92773198275012,64.30247590273738,6.503695613097126,95.91732757675163,guava,loamy,Andhra Pradesh,Central
30.718647577342747,6.009890388692922,33.52211187496701,19.081541819402375,61.04173251880403,5.622124832939438,175.8236407622807,pomegranate,laterite,Gujarat,North
14.972202041491782,9.246080809139833,40.41882344126161,32.63470408494443,77.9422613189945,5.8756331960405745,87.5174223714238,grapes,silty,Uttar Pradesh,South
33.96515252571814,7.463993203195722,36.2599558444919,22.663762277531855,88.81940711748582,7.25597868690602,58.093432776742056,watermelon,loamy,Maharashtra,Central
20.62407497389317,9.33358589997197,36.51516914358397,26.544561571063817,52.41271713373561,6.807053705980419,24.3885637050341,guava,laterite,Punjab,East
11.077303883702452,6.459152549284806,26.799789044468707,18.125805973022107,52.57520394206147,7.161339078073966,49.166263343420795,apple,silty,Punjab,East
25.415064039989485,7.062457254660714,23.636275514575487,32.5561284953437,76.04823980024074,5.718258315883551,32.240668129112144,pomegranate,sandy,Rajasthan,North
14.803431378859464,16.43639422925189,33.66664905341564,25.78930213992523,87.30261593329313,7.360791397929658,138.43940882719096,apple,clay,Karnataka,South
11.212709221126087,23.010672418633778,45.87771931708646,27.134711769822854,58.105216889252446,6.8390900497823495,60.787449027983854,apple,loamy,Kerala,West
10.11158196201931,16.999763144988627,22.302848429619637,20.160660586599953,73.57694155571285,7.43987165543348,144.71367082051637,mango,clay,Tamil Nadu,West
32.75727163774947,23.27005586145899,39.88840356796167,18.263134280664598,84.83104190542,7.425156690404032,183.4531648898583,apple,clay,Uttar Pradesh,West
16.287641948643984,7.847630498631375,39.3282914435432,30.837272285864863,52.20642077233682,6.9826700727278155,52.66642553504463,apple,loamy,Uttar Pradesh,South
13.282341693547068,9.25934077802591,18.8753064500127,27.63605678186206,52.497827152178836,6.291087491544516,182.70875608583714,banana,sandy,Bihar,South
13.595186462523449,6.797218814750132,49.5384472855033,25.112074377863646,53.463875630203525,5.683734061247778,70.15095851756536,grapes,loamy,Gujarat,West
18.50173116679826,19.86938245649119,37.29079824391143,21.706565805578272,66.75036600793695,5.690478033323469,21.039031203638586,papaya,sandy,Kerala,East
16.27087645566199,14.528254211123189,39.75085687113664,32.79262946515102,68.38483887991396,7.213809976351017,33.75708991684163,muskmelon,clay,Rajasthan,South
36.22546721882075,13.432887800255731,43.327866567617235,31.475394965629054,80.73396493279384,5.965237263484028,146.6317048968425,grapes,silty,Maharashtra,East
22.193961765673265,10.772450745053812,47.84094333555909,23.50766751692621,75.23439706392034,7.191520526411389,147.67988979124877,watermelon,sandy,Andhra Pradesh,West
22.530759712492568,7.525680935766581,19.800208938578628,32.50322676564667,76.63802656861074,5.761413813984568,31.885290332697146,banana,clay,Karnataka,East
16.718696168740156,10.913360541445806,18.18146196332346,33.01678830182134,50.007931797618866,6.0306854751756465,144.37263926561184,mango,loamy,Rajasthan,Central
34.950091250373646,5.591335699578828,27.182586785212862,27.29595499967445,83.83779469242984,7.155426993810639,131.0386677870783,watermelon,loamy,Gujarat,North
13.632327739320566,7.297650842254935,26.811352177467583,16.853210731162996,73.21545671313336,7.328960274287529,31.566545665055173,mango,loamy,Uttar Pradesh,East
33.72050136504883,20.412183883180184,25.150711483164713,34.22472671869626,80.98344694111692,6.807367861320219,109.61560485866909,banana,laterite,Maharashtra,North
16.54884776321444,12.740166704521185,22.00467069843686,21.561008943480793,77.35739886875326,6.555254479580824,141.97073738789084,orange,sandy,Gujarat,West
26.66224458125885,20.20681942578665,28.58476267091627,16.20677731553964,72.39768429799119,7.2987895274586405,47.50894881603152,pomegranate,loamy,Karnataka,North
16.718323996425333,23.42920069825984,36.55255473995517,24.504458071103734,77.41215983603578,7.158449047965261,194.15550328544288,mango,laterite,Andhra Pradesh,South
13.856480932599073,16.04939980507134,47.97685534972439,29.042890430031274,75.5251962605756,6.107738182847877,136.53949902870775,pomegranate,laterite,Maharashtra,North
22.05675181672961,7.421572979800581,27.00193402319458,29.40174265156229,68.66018707636343,7.422381797800586,176.67176351711333,orange,laterite,Gujarat,East
11.408178513585339,24.08725303747185,28.74993556696508,25.62021513460545,83.38031358566748,7.341599594820454,120.05594596846208,papaya,sandy,Maharashtra,North
39.884794513291055,22.833667964777327,39.30076703423177,26.559933574161274,83.10487958761126,5.8114087413613085,132.58283937959106,papaya,sandy,Tamil Nadu,North
16.685993964478754,21.78544559002057,20.686550232135865,21.64219743803752,61.68736929523569,6.644230588162518,109.99350143377562,apple,loamy,Karnataka,South
35.42329274269892,23.283443204845526,25.03375582083489,26.859816317910678,75.97513923461227,6.586939251666155,92.65823894067861,mango,silty,Bihar,West
21.384110565330243,7.120208902626988,37.341178192894894,20.341668518636126,76.10177558307458,5.70372793489002,77.41855923513562,apple,sandy,Karnataka,North
39.50525789880796,23.079491221943567,48.94765041549449,20.67486722166818,71.94052967421075,6.317645193092011,95.3869030813984,pomegranate,clay,Tamil Nadu,East
35.248525359927605,11.947554780129341,45.9622959251208,32.19962497908976,62.62454432540866,6.587806803137575,115.61993744584096,mango,clay,Maharashtra,Central
38.97833307701595,5.712398857433971,47.20746931140048,25.880913589126685,88.56286502388193,6.273078742438579,189.0111282564204,papaya,laterite,Uttar Pradesh,West
13.236190084320292,23.346771399964776,41.89408034544371,16.473741040484196,88.73283197456595,6.281229889436194,20.118306579020363,orange,loamy,Karnataka,East
19.477088403205517,22.167664161918758,39.211307408822776,21.921671898239918,81.79871418359562,6.638406997987301,155.85004938395895,pomegranate,silty,Maharashtra,South
25.04089717310267,17.131179699184113,18.581799169978424,24.190451754759543,75.2541336656886,6.486628551276003,165.4249010170849,muskmelon,clay,Andhra Pradesh,East
17.291439237882432,14.465105379027964,19.324970346357816,24.464269544265655,72.692356142271,5.764437639979811,136.0067943129679,guava,silty,Bihar,South
35.14661938856716,14.707462191096699,47.13181889358142,20.494839703109562,75.33992744830769,7.423503401413622,138.7159552372789,muskmelon,silty,Uttar Pradesh,Central
29.53341835712955,10.043944536698161,38.06556898608794,21.356332612470904,83.41597381636142,5.7491039408828275,44.26088560389206,banana,silty,Tamil Nadu,South
26.366871565496517,7.272311237139338,22.369002164369952,34.39226812042122,79.27366877604032,6.113111316078522,112.28593982106412,grapes,sandy,Karnataka,Central
12.041943407793127,20.805335261959776,39.55614333864654,32.22717665015538,52.817977097408786,6.616489568627619,73.5587982421309,grapes,loamy,Bihar,East
31.432874908240905,12.465020925390524,44.56136340146497,19.237532307733353,88.69152285710624,7.075521598759616,123.39062757799456,banana,laterite,Kerala,North
32.23397794858265,17.584526692146035,44.786120292408654,22.121524033681677,54.707205970777345,6.235281768637267,161.85252337446224,orange,laterite,Kerala,Central
21.489741948030908,14.436328848949955,34.35393611935487,32.68291525362228,87.61489205765524,6.682001235013345,165.9934323230868,watermelon,silty,Andhra Pradesh,West
11.491287520285082,20.835021742568212,39.98369020524551,21.916284101323004,78.26930814888414,5.5529040050967895,119.45270836540237,banana,laterite,Punjab,North
36.16614391022288,20.645147538218588,25.318343200920662,20.466002747651693,85.11165753262948,5.808699787105699,38.25457223454359,apple,loamy,Uttar Pradesh,West
38.91750111875687,20.35734278180889,40.01781736385696,22.234573166696936,64.47444447663483,6.857626529763121,103.27078073740763,grapes,silty,Rajasthan,North
28.19527247933851,13.733441046141273,31.523001378679858,24.1119274694794,59.07284421096951,6.512438127061224,89.82785079981952,watermelon,sandy,Punjab,Central
14.084585188673628,24.46472923304747,29.46160720311373,15.175461279032723,53.60942483276614,5.721591104044355,53.336478982767375,papaya,clay,Maharashtra,West
33.859447425945646,11.571394131615802,25.277741702893103,18.319261031847702,61.969445014609086,6.254745822169154,116.93224888398672,muskmelon,laterite,Rajasthan,West
22.556114375674746,16.29281745127041,42.913617528540186,30.219686166282802,71.56701728532605,5.828498071730991,68.21401326189334,muskmelon,loamy,Kerala,South
29.130652969059312,18.692536266813907,33.01651605808943,19.584825934407448,75.35569592140016,5.952114234510283,64.55899915719405,guava,loamy,Maharashtra,North
23.2192162853748,7.351892354066047,24.14403389118168,32.365093557813694,52.98711699578769,6.439935532849923,130.56892636539936,papaya,laterite,Gujarat,North
24.159981506274747,17.693967039606203,25.774564275327133,19.735041645542392,56.77107659364789,6.587041134959471,42.259759243156985,watermelon,sandy,Tamil Nadu,South
10.825918227309664,11.944722959986436,49.66272798863943,19.11544499356129,52.0764128376633,5.501882333895542,24.65938927796787,banana,clay,Rajasthan,West
29.97355220572859,7.964254110404536,47.447775323284276,17.1507090948141,72.98262401076923,6.861481938450658,48.229308862531354,orange,clay,Karnataka,North
38.69773388527764,10.67765121599528,46.11974400799783,15.425804575853789,85.08590002128696,6.332178053137299,106.42019206485573,grapes,clay,Tamil Nadu,North
10.576312535223268,17.23703254649468,36.38455681791976,17.1560013445868,50.49408103611413,7.1577489607958364,164.72368395344458,guava,clay,Andhra Pradesh,West
36.211904902509566,12.316738695551695,27.41270945248263,17.67426726100306,81.54278004523677,6.301350060346526,181.3700985172134,orange,silty,Tamil Nadu,East
18.509191068420876,20.774197147742388,37.02597977477656,32.15386533575356,87.0654011448529,5.662286497806539,49.870368914132904,grapes,silty,Uttar Pradesh,Central
34.30245794526657,6.524797261570907,29.195499401556745,28.371971543894624,74.18392375551015,6.658136880454591,93.2364223027294,muskmelon,loamy,Punjab,South
23.99089159744226,18.749649013364436,20.26055283680224,34.9370343510586,83.23850240365478,6.715521415310873,73.151049984189,banana,sandy,Tamil Nadu,Central
32.513568341547,20.20430962654216,44.007653626991825,27.39718583869693,64.05656773033178,6.948164105851056,134.83213461992358,orange,clay,Uttar Pradesh,Central
18.331666877303817,12.846013665450283,40.05653445517094,24.49534264803716,71.04751694537916,7.055949948751669,139.8797273072223,grapes,laterite,Gujarat,Central
23.494320617364046,12.634719962876863,43.305367872086194,24.49360505844384,83.95035215418969,6.767294578651737,69.38982772870256,grapes,clay,Bihar,West
20.778966451100278,20.842994286751736,24.665572866641465,24.02023557752842,54.16415826370254,5.869910745145251,86.56518257103677,pomegranate,sandy,Rajasthan,West
14.446497013343174,12.3657173841654,45.01280037396505,29.928895218577523,50.396320251287804,6.791663747874091,125.88019915128976,banana,laterite,Rajasthan,West
39.77495078042988,14.350981988690123,31.55020913489625,28.226905975184856,67.84048918226219,5.907670081886187,23.241842382800925,guava,loamy,Rajasthan,South
35.798254818980965,19.82187245108252,27.856712285794618,31.06983496079173,75.63078220575895,7.018350806854117,136.3835258199141,apple,loamy,Karnataka,Central
26.860854180476096,15.953813518086488,39.57273228511685,16.346968738184117,76.39713468662188,7.15670686572964,188.58376627560008,grapes,laterite,Gujarat,East
35.68828088541122,17.682170746336887,38.5151637767994,25.605591486143556,79.9710478434935,6.148746120829034,154.33304819058046,muskmelon,silty,Bihar,South
10.068324957607352,23.96968373642092,48.67360525574583,27.206884241154263,84.96318795788837,5.551282771425083,198.5260656829272,guava,clay,Kerala,West
23.97952337889533,12.83672641284493,26.50761254444645,22.26960360869721,73.45775137919898,6.571681484098378,134.13103847466647,muskmelon,clay,Karnataka,Central
23.4346682456951,12.00660562128256,30.50061635455018,34.840695224113944,53.27833409180972,5.635286656373214,62.9908343666099,orange,clay,Punjab,Central
29.02729678040885,24.70761588968213,40.82523381807134,21.40106869458043,51.51851639936093,6.578581269417157,91.53382742882991,orange,silty,Tamil Nadu,West
33.73043926720423,15.04753328381998,26.241607595044833,26.74768438491438,53.197801760519575,7.3264340777977015,54.92676334550851,grapes,sandy,Uttar Pradesh,West
29.56495992312501,15.857020247484195,39.01771140462027,30.563936141037125,65.97044960569379,7.230796809042132,139.14340221727045,apple,sandy,Uttar Pradesh,East
38.16089966562055,18.856503214616147,25.760025772213396,18.044651012294914,64.02090345395125,7.058888901222391,20.302765468598867,papaya,laterite,Uttar Pradesh,North
20.87081493806771,10.534720908152908,18.81433216796238,25.154510588446414,59.10478588773141,6.153979484403461,60.50756249066826,watermelon,loamy,Uttar Pradesh,West
31.798083212424306,6.728026881939028,33.89418373867056,17.14183968698438,55.36204523340833,7.05875542603355,114.85246415941089,muskmelon,clay,Andhra Pradesh,South
27.745774543623536,8.99442279230636,34.037878480476536,32.18775341149444,66.41962251374645,7.169298818367719,121.98880499839015,papaya,silty,Andhra Pradesh,Central
29.91752346164834,14.623978123338905,38.98956502110585,21.994535870784592,66.25676100140481,6.016258721800156,37.621146348233864,pomegranate,laterite,Tamil Nadu,North
19.249515148662987,11.411789250399185,25.450355877800252,32.103394806254855,88.31261662846717,6.2705817826624335,46.373188615490136,apple,silty,Kerala,Central
19.97955106720567,15.355485826892759,44.67405052626343,22.550440675410467,87.32598333274544,5.693895025233502,112.6232094330644,apple,silty,Uttar Pradesh,North
19.70565037208795,23.03481140186254,32.11118571249417,29.229707304155387,59.6594338890121,5.674227458264731,171.7346353508298,papaya,loamy,Tamil Nadu,East
32.589700476091366,15.167423471252736,27.35732556055767,21.862213669055755,67.5255756495091,6.624336521103975,89.65679104225819,grapes,silty,Uttar Pradesh,South
15.130297542516184,17.62076641279016,39.45871579490016,18.20841417771269,84.76889583197294,6.780914551883166,164.33191248754298,papaya,sandy,Punjab,North
12.746061853507806,12.487697399270356,34.32464623260361,28.658254729383614,57.813834449518225,6.338297734747986,161.4432306677166,orange,sandy,Gujarat,East
32.75341023696347,24.3360144661033,33.58463682523702,26.971773219246057,70.54908466226657,6.468085876416434,49.54597880583367,pomegranate,sandy,Punjab,West
29.671695516145906,23.523197918718537,30.540472010736092,17.89805538272598,57.53398773141707,7.477325455325657,176.33756988377036,apple,sandy,Karnataka,West
37.211546214117575,23.96996933550848,18.98180790691273,20.213535162065156,72.3206268790734,6.11170160206849,178.2818175408542,watermelon,loamy,Rajasthan,West
19.096054078199586,18.726252890107297,27.2901364189887,34.08044588355121,62.938197677785766,7.077110198916338,89.83800546251285,mango,silty,Bihar,West
36.140246097750804,7.725194340359236,39.78308158476703,22.624947557567097,70.0381707207196,7.412601299820941,44.9276329111229,watermelon,laterite,Gujarat,West
34.99579699651244,16.394368710886035,34.55165976634893,27.65330155299101,77.60528123242109,5.89265146316624,161.67421105046952,banana,laterite,Maharashtra,North
12.332858499708319,9.079853059012724,37.523633145929296,15.534197301585003,88.5280562613408,6.047019108737511,33.96115753948433,papaya,laterite,Tamil Nadu,Central
13.522250878798888,12.594062909267878,47.96437697743552,27.426870580386066,83.9909753919573,6.3990976198049765,83.39954863986603,apple,sandy,Andhra Pradesh,North
33.55277442222405,18.591978834996368,28.207839151772845,28.503354610109014,85.84478488178974,6.694307513411555,77.83053307274277,orange,sandy,Punjab,South
11.523507298086976,5.341318450819045,29.51952721567609,17.171426609381868,64.60249727625592,7.180189255699248,114.69533988614992,muskmelon,clay,Tamil Nadu,West
28.60137268864009,10.742990489893426,42.20054975762332,34.138526415492876,71.34712995130424,6.517865734119623,177.73645664141873,apple,loamy,Andhra Pradesh,East
28.982407502337058,5.932297046130386,39.45926478519434,27.50285276510978,69.00248669132235,7.089631416975019,25.619873355793068,grapes,silty,Rajasthan,West
38.57203846904002,8.736361110613316,19.722023303863555,33.4773490408497,67.2562483886099,7.497846544688912,47.618542885387825,apple,laterite,Uttar Pradesh,West
14.285155237966206,6.783953821169375,24.61430876008974,34.148660670149795,50.86700905027654,7.427480484756862,175.21086586396754,guava,silty,Kerala,North
11.277642090098443,7.701120302799769,31.584667139849035,25.52158946525408,86.21885613284834,6.995486245636709,78.04417174354583,muskmelon,laterite,Uttar Pradesh,North
34.07734040949729,22.881345820288658,20.209143699404176,25.0908836370089,69.6976511085962,5.98070828973786,157.93670461147403,pomegranate,loamy,Tamil Nadu,East
37.91135506784724,14.145093104280878,36.878509616231995,29.932911427906312,85.89263840534784,6.807281076329892,183.91482080482942,orange,loamy,Tamil Nadu,East
15.33359011898689,9.858619398157947,20.80090432323859,16.39565947429254,51.7261424182649,6.37851752553187,59.87916914731946,watermelon,loamy,Tamil Nadu,Central
15.916245264185848,16.938744598291322,28.259513997083804,20.494265177509682,85.61230338112884,5.589431141575133,65.64631713554303,papaya,loamy,Tamil Nadu,South
16.706987433819407,13.114088981398611,19.634738567990464,30.60793640048286,52.91712791881474,5.8150830165539045,163.59842273767373,pomegranate,sandy,Gujarat,South
34.56488166247499,20.72703782341028,43.77831546985563,21.99080859537259,62.59075059292002,5.825952063011415,100.12461990007152,apple,sandy,Kerala,Central
38.09636379793961,17.689784157335154,39.972310736583,33.201304147537954,57.234057055367934,6.270645284792307,92.27010520987655,watermelon,laterite,Bihar,North
25.462481111448223,23.455221583800522,37.981415363536975,26.28647359875997,64.03461166153951,7.248769108711089,131.51790295266233,apple,silty,Andhra Pradesh,South
32.41288942574181,20.39118944952786,32.67253240345728,17.362861354224574,53.08457323312249,6.870664067462593,156.818845804596,guava,sandy,Punjab,Central
38.102138499490295,8.095269910743106,15.964269538779892,32.75184217067948,73.91407041804061,5.577729422967541,39.0244043073356,watermelon,sandy,Kerala,East
11.42631750810709,16.5129657914093,16.143596856760894,27.591782568944453,61.83963341189603,6.278708276275246,183.90239367472034,guava,clay,Rajasthan,North
27.13345762288781,18.733958048288507,38.109715196980474,16.54876955064205,62.97628815450546,7.021674935758562,81.60580545902991,apple,laterite,Bihar,West
17.040782350784923,13.371405885785743,20.764383173125687,33.7432852346673,56.500275752260606,7.205994275580643,139.09946002464505,papaya,laterite,Bihar,South
18.829206120921242,20.506277041809945,16.33819266768306,18.209703618962227,81.17238151101922,5.860537755892915,60.49326063774797,papaya,sandy,Kerala,East
35.51080372226711,17.694830242713063,43.74053254766134,34.921188631070905,70.8204302806134,6.866893322836273,42.3399124006185,papaya,silty,Punjab,West
20.794247872454484,5.818461874341305,49.97493436869759,17.313452631765173,62.06912671128733,5.569710600172051,64.85121275408959,mango,silty,Karnataka,East
15.633862398900717,21.702521847942553,20.2232307547148,29.76020932847179,72.7985068115025,6.274106911072025,102.9068763457754,apple,silty,Andhra Pradesh,North
26.33458931194673,23.190982960957317,44.20644717205529,17.076092904149967,84.29419763585452,6.272455012624998,131.52020752837558,banana,sandy,Maharashtra,East
25.366738219301652,7.338029521234457,46.8097256624783,16.84974598226941,57.455617707817844,6.113160952562394,70.74760681078848,muskmelon,laterite,Tamil Nadu,East
36.412989383530366,16.649800343094448,21.364487731002896,17.772038751945928,84.15146545122809,5.880644472211985,26.019059336268903,mango,clay,Uttar Pradesh,Central
12.546616799560033,21.658867429830458,22.73501877082536,29.646691394259776,50.0242689449001,7.332253981133202,110.41954957675377,guava,clay,Uttar Pradesh,East
30.284482193235874,7.46919350663763,44.9471996506616,18.92676719537495,51.412216422860766,7.373539533153049,103.501210377483,pomegranate,sandy,Punjab,West
